fid,class,natura_cod,status,area,region
92229,natura2000,9010*,III,26873.1871,Harju
92230,natura2000,9010*,III,1030.52257,Harju
92231,natura2000,9010*,III,17530.1868,Harju
92233,natura2000,9010*,III,19366.895,Harju
92234,natura2000,9010*,III,17270.3869,Harju
92235,natura2000,9010*,III,15605.4234,Harju
92236,natura2000,9010*,III,14216.3807,Harju
92237,natura2000,9010*,III,13692.9422,Harju
92238,natura2000,9010*,III,13205.5452,Harju
92239,natura2000,9010*,III,12989.041,Harju
92240,natura2000,9010*,III,10851.8565,Harju
92242,natura2000,9010*,III,8847.79475,Harju
92243,natura2000,9010*,III,9362.66284,Harju
92244,natura2000,9010*,III,6338.96225,Harju
92245,natura2000,9010*,III,8064.78257,Harju
92246,natura2000,9010*,III,6528.27378,Harju
92247,natura2000,9010*,III,4916.05807,Harju
92248,natura2000,9010*,III,4814.56786,Harju
92249,natura2000,9010*,III,2688.91337,Harju
92250,natura2000,9010*,III,47626.2281,Harju
92251,natura2000,9010*,III,29235.4261,Harju
92252,natura2000,9010*,III,28929.8098,Harju
92253,natura2000,9010*,III,1635.54433,Harju
92255,natura2000,9010*,III,9476.96148,Harju
92256,natura2000,9010*,III,7296.93698,Harju
92257,natura2000,9010*,III,6114.60808,Harju
92258,natura2000,9010*,III,7331.50653,Harju
92259,natura2000,9010*,III,6230.28106,Harju
92260,natura2000,9010*,III,5491.99908,Harju
92261,natura2000,9010*,III,4687.914,Harju
92262,natura2000,9010*,III,2907.60243,Harju
92263,natura2000,9010*,III,70720.2221,Harju
92264,natura2000,9010*,III,52755.7325,Harju
92265,natura2000,9010*,III,40349.5428,Harju
92266,natura2000,9010*,III,34216.736,Harju
92267,natura2000,9010*,III,29287.2066,Harju
92268,natura2000,9010*,III,22141.6389,Harju
92269,natura2000,9010*,III,13883.9708,Harju
92270,natura2000,9010*,III,11300.0144,Harju
92271,natura2000,9010*,III,8658.53844,Harju
92272,natura2000,9010*,III,7650.45002,Harju
92273,natura2000,9010*,III,6523.86809,Harju
92274,natura2000,9010*,III,3899.53895,Harju
92275,natura2000,9010*,III,2330.15039,Harju
92276,natura2000,9010*,III,1082.19472,Harju
92277,natura2000,9010*,III,22954.3878,Harju
92278,natura2000,9010*,III,13837.1137,Harju
92279,natura2000,9010*,III,14793.0253,Harju
92280,natura2000,9010*,III,5544.4857,Harju
92282,natura2000,2180,III,9632.53985,Harju
92284,natura2000,2180,III,70.8174642,Harju
92287,natura2000,2180,III,413.897605,Harju
92288,natura2000,2180,I,151197.226,Harju
92297,natura2000,9010*,I,228010.746,Harju
92318,natura2000,2180,I,2176.65858,Harju
92326,natura2000,9010*,I,174607.505,Harju
92327,natura2000,9010*,I,140020.547,Harju
92328,natura2000,1220,I,4780.55905,Harju
92333,natura2000,3260,II,35114.4707,Harju
92358,natura2000,2190,III,4387.92584,Harju
92359,natura2000,2190,III,3236.53608,Harju
92360,natura2000,2190,III,3083.98445,Harju
92361,natura2000,2190,III,417.072851,Harju
92363,natura2000,2190,III,437.797885,Harju
92366,natura2000,2190,III,7357.64885,Harju
92367,natura2000,2190,III,15.4332819,Harju
92368,natura2000,2190,III,489.618809,Harju
92371,natura2000,2190,III,140.888641,Harju
92373,natura2000,2190,III,87.8716749,Harju
92374,natura2000,2190,III,1149.00423,Harju
92375,natura2000,2190,III,1018.76532,Harju
92376,natura2000,2190,III,7160.57393,Harju
92377,natura2000,2190,III,3784.754,Harju
92378,natura2000,2190,III,3536.51726,Harju
92379,natura2000,2190,III,2507.97792,Harju
92380,natura2000,2190,III,1831.39109,Harju
92381,natura2000,2190,III,1536.05302,Harju
92382,natura2000,2190,III,639.827542,Harju
92401,natura2000,6280*,II,0.68853628,Harju
92402,natura2000,6280*,II,21738.9159,Harju
92407,natura2000,6280*,II,2393.011,Harju
92410,natura2000,6280*,II,0.02071057,Harju
92413,natura2000,6280*,II,1471.19059,Harju
92414,natura2000,6280*,II,1034.10781,Harju
92432,natura2000,1640,II,6298.78557,Harju
92440,natura2000,1630*,III,24543.8134,Harju
92442,natura2000,6210*,II,45.1662787,Harju
92444,natura2000,6210*,II,53.0223318,Harju
92445,natura2000,6210*,II,1.14588248,Harju
92446,natura2000,6210*,II,2438.1021,Harju
92447,natura2000,6210*,II,1.17710177,Harju
92448,natura2000,9010*,III,37955.9301,Harju
92449,natura2000,9010*,III,13072.3377,Harju
93201,natura2000,2180,II,27.057742,Harju
93202,natura2000,9010*,II,317814.636,Harju
93203,natura2000,9010*,II,70285.2971,Harju
93204,natura2000,91D0*,II,63632.2015,Harju
93207,natura2000,7160,III,3285.6661,Harju
93208,natura2000,9080*,II,150358.318,Harju
93218,natura2000,9080*,III,2.65257974,Harju
93219,natura2000,9010*,III,7.12590534,Harju
93275,natura2000,6280*,III,2.05632142,Harju
