fid,class,natura_cod,status,area,region
98204,natura2000,9070,B,2115.70604,Harju
98205,natura2000,"9070, 9010",C,398.730017,Harju
98215,natura2000,9080,B,5547.29988,Harju
98234,natura2000,-,D,198.972151,Harju
98381,natura2000,-,D,3186.65645,Harju
98864,natura2000,7230,C,7846.91143,Harju
98935,natura2000,-,C,342.101115,Harju
98940,natura2000,7230,C,1856.12292,Harju
99066,natura2000,"-, 7140",C,499.443586,Harju
99084,natura2000,-,D,202.667982,Harju
99978,natura2000,1630,,23584.3809,Harju
100116,natura2000,6270,,30626.0557,Harju
100117,natura2000,6280,,70185.6419,Harju
100119,natura2000,6280,,1351.5703,Harju
100120,natura2000,6510,,742.061306,Harju
100121,natura2000,6510,,8419.38942,Harju
100124,natura2000,6280,,18756.485,Harju
100127,natura2000,6280,,35480.1637,Harju
100130,natura2000,"6280, 5130",,2217.4507,Harju
100139,natura2000,6280,,33213.2078,Harju
100217,natura2000,,,0.29619925,Harju
100249,natura2000,6280,,103707.571,Harju
100254,natura2000,6280,,182.200632,Harju
101475,forest,,,318.303288,Harju
101563,forest,,,10660.7627,Harju
101586,forest,,,1157.23355,Harju
101659,forest,,,627.846181,Harju
101680,forest,,,884.490538,Harju
101765,forest,,,4187.19847,Harju
101852,forest,,,188.720813,Harju
102017,forest,,,7178.08645,Harju
102184,forest,,,1178.60628,Harju
102239,forest,,,2002.6415,Harju
102426,forest,,,397.596441,Harju
102660,forest,,,215.817627,Harju
103243,forest,,,65931.4381,Harju
103325,forest,,,6034.78426,Harju
103705,forest,,,68277.0454,Harju
104254,forest,,,39130.7571,Harju
104823,forest,,,389.784781,Harju
105266,forest,,,800.599313,Harju
105378,forest,,,781.55487,Harju
105392,forest,,,903.335714,Harju
105430,forest,,,389.617785,Harju
105522,forest,,,450.099472,Harju
105536,forest,,,8765.86701,Harju
105537,forest,,,7.53446373,Harju
105586,forest,,,46093.6075,Harju
105594,forest,,,21771.4339,Harju
105611,forest,,,7915.09344,Harju
105643,forest,,,304.397068,Harju
105701,forest,,,241.086862,Harju
105736,forest,,,141.337708,Harju
105750,forest,,,8460.45546,Harju
105759,forest,,,287.914826,Harju
105810,forest,,,0.46230989,Harju
105869,forest,,,7867.50665,Harju
106001,forest,,,1359.58861,Harju
106009,forest,,,8211.89456,Harju
106099,forest,,,5137.29309,Harju
106291,forest,,,348.547343,Harju
106519,forest,,,106.587932,Harju
106523,forest,,,9387.28498,Harju
106550,forest,,,693.773787,Harju
106776,forest,,,598.645477,Harju
106802,forest,,,691.060534,Harju
106856,forest,,,810.871072,Harju
106957,forest,,,374.519409,Harju
107500,forest,,,69074.0002,Harju
107571,forest,,,194.401131,Harju
107625,forest,,,1634.9141,Harju
107708,forest,,,199.949199,Harju
107716,forest,,,802.000938,Harju
107881,forest,,,2298.83877,Harju
107931,forest,,,4108.34254,Harju
107941,forest,,,294.266958,Harju
107992,forest,,,2965.25872,Harju
108001,forest,,,1494.02862,Harju
108074,forest,,,10956.3938,Harju
108097,forest,,,89221.9639,Harju
108115,forest,,,342.681791,Harju
108138,forest,,,1344.93422,Harju
108161,forest,,,180.666058,Harju
108219,forest,,,153.851537,Harju
108222,forest,,,242.676323,Harju
108257,forest,,,780.993479,Harju
108409,forest,,,15738.6094,Harju
108419,forest,,,947.255974,Harju
108475,forest,,,2497.07587,Harju
108499,forest,,,1336.9931,Harju
108506,forest,,,2021.21196,Harju
108521,forest,,,929.020122,Harju
108522,forest,,,3154.87208,Harju
108539,forest,,,1667.29419,Harju
108544,forest,,,2858.74054,Harju
108658,forest,,,164181.024,Harju
108820,forest,,,215.337947,Harju
108839,forest,,,3530.67666,Harju
108875,forest,,,146.191268,Harju
108879,forest,,,2767.6262,Harju
108883,forest,,,35614.7099,Harju
108898,forest,,,274.66905,Harju
108917,forest,,,585.350942,Harju
108983,forest,,,688.08652,Harju
108984,forest,,,1765.98935,Harju
109033,forest,,,3118.1287,Harju
109036,forest,,,1518.55625,Harju
109052,forest,,,15862.9253,Harju
109084,forest,,,50518.5366,Harju
109085,forest,,,1477.71104,Harju
109149,forest,,,587.824306,Harju
109247,forest,,,619.916904,Harju
109301,forest,,,1631.56284,Harju
109800,forest,,,37751.4734,Harju
110128,forest,,,4868.08519,Harju
111657,forest,,,2825.71526,Harju
111673,forest,,,1740.25412,Harju
111841,forest,,,254.007784,Harju
111850,forest,,,3785.21734,Harju
112228,forest,,,11194.9951,Harju
113896,forest,,,3424.67302,Harju
114234,forest,,,265.414977,Harju
114258,forest,,,25471.179,Harju
114634,forest,,,219.690604,Harju
114638,forest,,,19352.5423,Harju
114687,forest,,,743.99835,Harju
114690,forest,,,252.212466,Harju
114705,forest,,,767.8508,Harju
114735,forest,,,3215.54355,Harju
114764,forest,,,799.94279,Harju
114823,forest,,,8520.75687,Harju
114827,forest,,,25136.9043,Harju
114828,forest,,,338.859672,Harju
114830,forest,,,14265.7335,Harju
114833,forest,,,8175.27432,Harju
114870,forest,,,71342.9363,Harju
114918,forest,,,12781.3267,Harju
114928,forest,,,1888.50516,Harju
114942,forest,,,3866.99981,Harju
114953,forest,,,26359.3507,Harju
114960,forest,,,22359.0558,Harju
114961,forest,,,1014.42451,Harju
114962,forest,,,1721.48272,Harju
114975,forest,,,624.331902,Harju
114976,forest,,,1684.54019,Harju
115076,forest,,,631774.86,Harju
115077,forest,,,5572.59586,Harju
115091,forest,,,29.9315893,Harju
115094,forest,,,3185.3009,Harju
115097,forest,,,951.312364,Harju
115126,forest,,,563.211715,Harju
115129,forest,,,4547.28803,Harju
115135,forest,,,3628.45059,Harju
115141,forest,,,693.98014,Harju
115169,forest,,,11327.1873,Harju
115171,forest,,,1348.06059,Harju
115177,forest,,,1449.16339,Harju
115197,forest,,,30506.6611,Harju
115216,forest,,,298.398691,Harju
115217,forest,,,6086.01012,Harju
115220,forest,,,7930.39915,Harju
115221,forest,,,5941.64587,Harju
115222,forest,,,3755.09135,Harju
115269,forest,,,316.741318,Harju
115270,forest,,,23143.2731,Harju
115341,forest,,,1955.74287,Harju
115360,forest,,,439.597675,Harju
115377,forest,,,997.840098,Harju
115410,forest,,,34210.8822,Harju
115415,forest,,,334.623135,Harju
115417,forest,,,39984.3366,Harju
115418,forest,,,4030.83892,Harju
115437,forest,,,7067.08602,Harju
115440,forest,,,564.46017,Harju
115551,forest,,,1938.66923,Harju
115573,forest,,,1586.01992,Harju
